# Section Boundary Audit (amended definitions)
# Run ID: 20260811T194138Z
# Timestamp: 2026-08-11T19:41:40.183439+00:00
# Minimum half word count: 100
#
# Amended boundary definitions:
# 1. Press Release: Content delimited by === PRESS RELEASE === header.
# 2. Prepared Remarks: Within transcript, operator opening through Q&A transition.
#    Strict precedence: (a) FactSet QUESTION AND ANSWER SECTION header,
#    (b) natural-language transition phrase, (c) if neither: manual.
#    [Operator Instructions] NOT used as primary marker.
# 3. Guidance Passage: Untestable (mechanically infeasible).
# 4. Q&A: From transition marker through end of transcript block.
#
document_id,ticker,issuer,report_date,press_release,prepared_remarks,qa,transcript_split_marker,min_half_wordcount,doc_types_present,has_human_worksheet,notes,run_id
LMT_FQ2_2025,LMT,p2_lockheed_martin,2025-07-22,available,available,available,transition_phrase,4371,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
LMT_FQ3_2025,LMT,p2_lockheed_martin,2025-10-21,available,available,available,transition_phrase,2219,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
LMT_FQ4_2025,LMT,p2_lockheed_martin,2026-01-29,available,available,available,transition_phrase,3018,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
NVO_FQ1_2025,NVO,p2_novo_nordisk,2025-05-07,available,available,available,transition_phrase,4656,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
NVO_FQ2_2025,NVO,p2_novo_nordisk,2025-08-06,available,available,available,transition_phrase,4541,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
NVO_FQ3_2025,NVO,p2_novo_nordisk,2025-11-05,available,available,available,transition_phrase,4340,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
NVO_FQ4_2025,NVO,p2_novo_nordisk,2026-02-03,available,available,available,transition_phrase,4891,PRESS RELEASE; EARNINGS CALL TRANSCRIPT; INVESTOR PRESENTATION,False,,20260811T194138Z
HLT_FQ1_2025,HLT,p2_hilton,2025-04-29,available,available,available,transition_phrase,378,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
HLT_FQ1_2026,HLT,p2_hilton,2026-04-28,available,available,available,transition_phrase,2841,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
HLT_FQ2_2025,HLT,p2_hilton,2025-07-23,available,available,available,transition_phrase,2930,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
HLT_FQ3_2024,HLT,p2_hilton,2024-10-23,available,available,available,transition_phrase,270,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
HLT_FQ4_2025,HLT,p2_hilton,2026-02-11,available,available,available,transition_phrase,2717,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
MC.PA_FQ2_2025,MC.PA,p2_lvmh,2025-07-24,available,absent,absent,none,,PRESS RELEASE,False,no transcript section,20260811T194138Z
MC.PA_FQ4_2025,MC.PA,p2_lvmh,2026-01-27,available,absent,absent,none,,PRESS RELEASE; RESULTS PRESENTATION,False,no transcript section,20260811T194138Z
MAR_FQ1_2026,MAR,p2_marriott,2026-05-06,available,available,available,transition_phrase,3109,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
MAR_FQ2_2025,MAR,p2_marriott,2025-08-05,available,available,available,transition_phrase,2768,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
MAR_FQ3_2025,MAR,p2_marriott,2025-11-04,available,available,available,transition_phrase,2341,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
MAR_FQ4_2025,MAR,p2_marriott,2026-02-10,available,available,available,transition_phrase,4151,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
ALV.DE_FQ1_2025,ALV.DE,p2_allianz,2025-05-15,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION; PRESS RELEASE (PDF DUPLICATE),False,no transcript section,20260811T194138Z
GOOGL_FQ1_2026,GOOGL,p2_alphabet,2026-04-29,available,available,available,transition_phrase,4881,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
GOOGL_FQ3_2025,GOOGL,p2_alphabet,2025-10-29,available,available,available,transition_phrase,4406,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
GOOGL_FQ4_2025,GOOGL,p2_alphabet,2026-02-04,available,available,available,transition_phrase,5014,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
BKNG_FQ2_2025,BKNG,p2_booking_holdings,2025-07-29,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
BKNG_FQ3_2025,BKNG,p2_booking_holdings,2025-10-28,available,available,available,factset_header,4355,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
BKNG_FQ4_2025,BKNG,p2_booking_holdings,2026-02-18,available,available,available,factset_header,4657,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
AVGO_FQ1_2026,AVGO,p2_broadcom,2026-03-04,available,available,available,transition_phrase,2944,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
AVGO_FQ3_2025,AVGO,p2_broadcom,2025-09-04,available,available,available,transition_phrase,393,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
AVGO_FQ4_2025,AVGO,p2_broadcom,2025-12-11,available,available,available,transition_phrase,3134,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CAT_FQ2_2025,CAT,p2_caterpillar,2025-08-04,available,available,available,transition_phrase,4614,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CAT_FQ3_2025,CAT,p2_caterpillar,2025-10-28,available,available,available,transition_phrase,4597,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CAT_FQ4_2025,CAT,p2_caterpillar,2026-01-28,available,available,available,transition_phrase,3898,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CMG_FQ1_2025,CMG,p2_chipotle,2025-04-23,available,available,available,transition_phrase,277,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CMG_FQ2_2025,CMG,p2_chipotle,2025-07-23,available,available,available,transition_phrase,223,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CMG_FQ3_2025,CMG,p2_chipotle,2025-10-29,available,manual,manual,transition_phrase,1,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,"min-half wordcount 1 < 100 (prepared=1, qa=5718); marker was transition_phrase",20260811T194138Z
CMG_FQ4_2025,CMG,p2_chipotle,2026-02-03,available,available,available,transition_phrase,282,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CMCSA_FQ1_2025,CMCSA,p2_comcast_corporation,2025-04-23,available,available,available,transition_phrase,3640,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CMCSA_FQ1_2026,CMCSA,p2_comcast_corporation,2026-04-22,available,available,available,transition_phrase,3808,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CMCSA_FQ2_2025,CMCSA,p2_comcast_corporation,2025-07-30,available,available,available,transition_phrase,3739,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CMCSA_FQ4_2025,CMCSA,p2_comcast_corporation,2026-01-28,available,available,available,transition_phrase,4726,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
DELL_FQ1_2025,DELL,p2_dell,2025-05-29,available,available,available,transition_phrase,2935,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
DELL_FQ3_2025,DELL,p2_dell,2025-11-25,available,available,available,transition_phrase,2227,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
DELL_FQ4_2025,DELL,p2_dell,2026-02-26,available,available,available,transition_phrase,2914,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
DAL_FQ1_2025,DAL,p2_delta_air_lines,2025-04-09,available,available,available,factset_header,2383,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
DAL_FQ2_2025,DAL,p2_delta_air_lines,2025-07-10,available,available,available,factset_header,3307,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
DAL_FQ3_2025,DAL,p2_delta_air_lines,2025-10-09,available,available,available,factset_header,2618,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
DAL_FQ4_2025,DAL,p2_delta_air_lines,2026-01-13,available,available,available,factset_header,3519,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
EXPE_FQ1_2025,EXPE,p2_expedia,2025-05-08,available,available,available,transition_phrase,3076,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
EXPE_FQ1_2026,EXPE,p2_expedia,2026-05-07,available,available,available,transition_phrase,460,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
EXPE_FQ2_2025,EXPE,p2_expedia,2025-08-07,available,available,available,transition_phrase,463,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
EXPE_FQ4_2025,EXPE,p2_expedia,2026-02-12,available,available,available,transition_phrase,454,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
GIS_FQ2_2026,GIS,p2_general_mills,2025-12-17,available,available,available,transition_phrase,930,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
GIS_FQ3_2026,GIS,p2_general_mills,2026-03-18,available,available,available,transition_phrase,303,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
GIS_FQ4_2026,GIS,p2_general_mills,2026-07-01,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
JNJ_FQ1_2025,JNJ,p2_johnson_johnson,2025-04-14,available,available,available,transition_phrase,5564,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
JNJ_FQ2_2025,JNJ,p2_johnson_johnson,2025-07-15,available,available,available,transition_phrase,5099,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
JNJ_FQ3_2025,JNJ,p2_johnson_johnson,2025-10-13,available,available,available,transition_phrase,5648,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
KHC_FQ1_2025,KHC,p2_kraft_heinz,2026-02-11,available,available,available,transition_phrase,525,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
KHC_FQ1_2026,KHC,p2_kraft_heinz,2026-05-06,available,available,available,transition_phrase,173,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
KHC_FQ4_2024,KHC,p2_kraft_heinz,2025-02-12,available,available,available,transition_phrase,406,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
LNVGY_FQ1_2026,LNVGY,p2_lenovo,2025-08-14,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
LNVGY_FQ2_2026,LNVGY,p2_lenovo,2026-01-30,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
LNVGY_FQ3_2026,LNVGY,p2_lenovo,2026-02-12,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
LNVGY_FQ4_2026,LNVGY,p2_lenovo,2026-05-22,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
LIN_FQ1_2026,LIN,p2_linde,2026-05-01,available,available,available,transition_phrase,2159,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
LIN_FQ2_2025,LIN,p2_linde,2025-08-01,available,available,available,transition_phrase,1833,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
LIN_FQ3_2025,LIN,p2_linde,2025-10-31,available,available,available,transition_phrase,1913,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
MET_FQ1_2026,MET,p2_metlife,2026-05-06,available,manual,manual,transition_phrase,4,PRESS RELEASE; EARNINGS CALL TRANSCRIPT; EARNINGS PRESENTATION,False,"min-half wordcount 4 < 100 (prepared=4, qa=4643); marker was transition_phrase",20260811T194138Z
MET_FQ2_2024,MET,p2_metlife,2024-07-31,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
MET_FQ2_2025,MET,p2_metlife,2025-08-06,available,available,available,transition_phrase,3246,PRESS RELEASE; EARNINGS CALL TRANSCRIPT; EARNINGS PRESENTATION,False,,20260811T194138Z
MET_FQ3_2024,MET,p2_metlife,2024-10-30,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
MET_FQ3_2025,MET,p2_metlife,2025-11-05,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
MET_FQ4_2025,MET,p2_metlife,2026-02-04,available,manual,manual,transition_phrase,3,PRESS RELEASE; EARNINGS CALL TRANSCRIPT; EARNINGS PRESENTATION,False,"min-half wordcount 3 < 100 (prepared=3, qa=4191); marker was transition_phrase",20260811T194138Z
MU_FQ1_2026,MU,p2_micron,2025-12-17,available,available,available,transition_phrase,3546,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
MU_FQ2_2026,MU,p2_micron,2026-03-18,available,available,available,transition_phrase,3581,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
MU_FQ4_2025,MU,p2_micron,2025-09-23,available,available,available,transition_phrase,3686,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
ORCL_FQ1_2026,ORCL,p2_oracle,2025-09-09,available,available,available,transition_phrase,2159,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
ORCL_FQ2_2026,ORCL,p2_oracle,2025-12-10,available,available,available,transition_phrase,3414,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
ORCL_FQ3_2026,ORCL,p2_oracle,2026-03-10,available,available,available,transition_phrase,351,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
PLTR_FQ1_2025,PLTR,p2_palantir,2025-05-05,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
PLTR_FQ2_2025,PLTR,p2_palantir,2025-08-04,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
PLTR_FQ3_2025,PLTR,p2_palantir,2025-11-03,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
PLTR_FQ4_2025,PLTR,p2_palantir,2026-02-02,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
PYPL_FQ1_2025,PYPL,p2_paypal,2025-04-29,available,available,available,factset_header,4226,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
PYPL_FQ1_2026,PYPL,p2_paypal,2026-05-05,available,available,available,factset_header,3906,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
PYPL_FQ2_2025,PYPL,p2_paypal,2025-07-29,available,available,available,factset_header,5066,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
PYPL_FQ3_2025,PYPL,p2_paypal,2025-10-28,available,available,available,factset_header,5253,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
PINS_FQ1_2026,PINS,p2_pinterest,2026-05-04,available,available,available,factset_header,4152,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
PINS_FQ4_2024,PINS,p2_pinterest,2025-02-06,available,available,available,transition_phrase,467,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
PINS_FQ4_2025,PINS,p2_pinterest,2026-02-12,available,available,available,transition_phrase,5740,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
PUM.DE_FQ1_2025,PUM.DE,p2_puma,2025-05-07,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
PUM.DE_FQ1_2026,PUM.DE,p2_puma,2026-04-30,available,manual,manual,transition_phrase,22,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,"min-half wordcount 22 < 100 (prepared=22, qa=8873); marker was transition_phrase",20260811T194138Z
PUM.DE_FQ3_2025,PUM.DE,p2_puma,2025-10-30,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL SUMMARY (AIDE MEMOIRE),False,no transcript section,20260811T194138Z
PUM.DE_FQ4_2025,PUM.DE,p2_puma,2026-02-26,available,manual,manual,transition_phrase,74,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,"min-half wordcount 74 < 100 (prepared=74, qa=10079); marker was transition_phrase",20260811T194138Z
HOOD_FQ1_2025,HOOD,p2_robinhood_markets,2025-04-30,available,available,available,transition_phrase,1776,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
HOOD_FQ1_2026,HOOD,p2_robinhood_markets,2026-04-28,available,available,available,transition_phrase,232,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
HOOD_FQ2_2025,HOOD,p2_robinhood_markets,2025-07-30,available,available,available,transition_phrase,1668,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
HOOD_FQ3_2025,HOOD,p2_robinhood_markets,2025-11-05,available,available,available,transition_phrase,1996,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CRM_FQ2_2026,CRM,p2_salesforce,2025-09-03,available,available,available,transition_phrase,5004,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CRM_FQ3_2026,CRM,p2_salesforce,2025-12-03,available,available,available,transition_phrase,4971,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
CRM_FQ4_2026,CRM,p2_salesforce,2026-02-25,available,available,available,transition_phrase,4909,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
SIE.DE_FQ1_2026,SIE.DE,p2_siemens,2026-02-12,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
SIE.DE_FQ2_2026,SIE.DE,p2_siemens,2026-05-13,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
SIE.DE_FQ4_2025,SIE.DE,p2_siemens,2025-11-13,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
SPOT_FQ1_2026,SPOT,p2_spotify,2026-04-28,available,manual,manual,none,,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,no Q&A transition marker found,20260811T194138Z
SPOT_FQ2_2025,SPOT,p2_spotify,2025-07-29,available,available,available,transition_phrase,333,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
SPOT_FQ3_2025,SPOT,p2_spotify,2025-11-04,available,available,available,transition_phrase,326,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
SPOT_FQ4_2025,SPOT,p2_spotify,2026-02-10,available,available,available,transition_phrase,333,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
STAN.L_FQ1_2025,STAN.L,p2_standard_chartered,2025-05-02,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
STAN.L_FQ2_2025,STAN.L,p2_standard_chartered,2025-07-31,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
STAN.L_FQ3_2025,STAN.L,p2_standard_chartered,2025-10-30,available,manual,manual,transition_phrase,81,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,"min-half wordcount 81 < 100 (prepared=81, qa=9136); marker was transition_phrase",20260811T194138Z
STAN.L_FQ4_2025,STAN.L,p2_standard_chartered,2026-02-23,absent,available,available,transition_phrase,980,EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
SBUX_FQ1_2026,SBUX,p2_starbucks,2026-01-27,available,absent,absent,none,,PRESS RELEASE,False,no transcript section,20260811T194138Z
SBUX_FQ3_2025,SBUX,p2_starbucks,2025-07-29,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
SBUX_FQ4_2025,SBUX,p2_starbucks,2025-10-29,available,available,available,factset_header,3977,PRESS RELEASE; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
UNH_FQ2_2025,UNH,p2_unitedhealth,2025-07-28,available,available,available,transition_phrase,1271,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
UNH_FQ3_2025,UNH,p2_unitedhealth,2025-10-27,available,available,available,transition_phrase,4481,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
UNH_FQ4_2025,UNH,p2_unitedhealth,2026-01-26,available,available,available,transition_phrase,5040,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
V_FQ1_2025,V,p2_visa,2025-04-28,available,available,available,factset_header,4325,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
V_FQ1_2026,V,p2_visa,2026-04-28,available,available,available,factset_header,5526,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
V_FQ2_2025,V,p2_visa,2025-07-29,available,available,available,factset_header,4334,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
V_FQ3_2025,V,p2_visa,2025-10-28,available,available,available,factset_header,5286,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
WDAY_FQ1_2025,WDAY,p2_workday,2025-05-22,available,absent,absent,none,,PRESS RELEASE; EARNINGS PRESENTATION,False,no transcript section,20260811T194138Z
WDAY_FQ2_2025,WDAY,p2_workday,2025-08-21,available,available,available,transition_phrase,149,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
WDAY_FQ3_2025,WDAY,p2_workday,2025-11-25,available,available,available,transition_phrase,122,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
WDAY_FQ4_2025,WDAY,p2_workday,2026-02-24,available,available,available,transition_phrase,130,PRESS RELEASE; EARNINGS PRESENTATION; EARNINGS CALL TRANSCRIPT,False,,20260811T194138Z
