rater,report_date,ticker,decision,gap,net,equity
baseline: always-flat,2025-07-17,SCHW,HOLD,0.028,0.0,1.0
baseline: always-flat,2025-07-17,NFLX,HOLD,-0.0253,-0.0,1.0
baseline: always-flat,2025-07-17,PEP,HOLD,0.0056,0.0,1.0
baseline: always-flat,2025-07-22,KO,HOLD,0.0,0.0,1.0
baseline: always-flat,2025-07-22,LMT,HOLD,0.0074,0.0,1.0
baseline: always-flat,2025-07-23,IBM,HOLD,-0.0736,-0.0,1.0
baseline: always-flat,2025-07-23,HLT,HOLD,-0.0015,-0.0,1.0
baseline: always-flat,2025-07-24,MC.PA,HOLD,-0.0113,-0.0,1.0
baseline: always-flat,2025-07-29,BA,HOLD,0.0078,0.0,1.0
baseline: always-flat,2025-07-29,BCS,HOLD,-0.0046,-0.0,1.0
baseline: always-flat,2025-07-30,F,HOLD,-0.0097,-0.0,1.0
baseline: always-flat,2025-07-31,AAPL,HOLD,0.0159,0.0,1.0
baseline: always-flat,2025-07-31,CVS,HOLD,0.0035,0.0,1.0
baseline: always-flat,2025-08-04,PFE,HOLD,0.0317,0.0,1.0
baseline: always-flat,2025-08-05,AMD,HOLD,-0.0531,-0.0,1.0
baseline: always-flat,2025-08-05,UBER,HOLD,0.0175,0.0,1.0
baseline: always-flat,2025-08-05,DIS,HOLD,-0.0214,-0.0,1.0
baseline: always-flat,2025-08-06,ABNB,HOLD,-0.0775,-0.0,1.0
baseline: always-flat,2025-08-06,NVO,HOLD,0.0679,0.0,1.0
baseline: always-flat,2025-08-07,AMKBY,HOLD,0.0087,0.0,1.0
baseline: always-flat,2025-08-20,LOW,HOLD,-0.0041,-0.0,1.0
baseline: always-flat,2025-08-20,WMT,HOLD,-0.0308,-0.0,1.0
baseline: always-flat,2025-08-20,TGT,HOLD,-0.0021,-0.0,1.0
baseline: always-flat,2025-08-27,NVDA,HOLD,-0.0043,-0.0,1.0
baseline: always-flat,2025-09-18,FDX,HOLD,0.008,0.0,1.0
baseline: always-flat,2025-10-09,PEP,HOLD,0.0063,0.0,1.0
baseline: always-flat,2025-10-13,GS,HOLD,-0.0284,-0.0,1.0
baseline: always-flat,2025-10-14,C,HOLD,0.0135,0.0,1.0
baseline: always-flat,2025-10-14,BAC,HOLD,0.0296,0.0,1.0
baseline: always-flat,2025-10-14,JPM,HOLD,0.0143,0.0,1.0
baseline: always-flat,2025-10-15,SCHW,HOLD,0.0047,0.0,1.0
baseline: always-flat,2025-10-15,UAL,HOLD,-0.0107,-0.0,1.0
baseline: always-flat,2025-10-21,NFLX,HOLD,-0.0793,-0.0,1.0
baseline: always-flat,2025-10-21,LMT,HOLD,0.004,0.0,1.0
baseline: always-flat,2025-10-22,TSLA,HOLD,-0.0432,-0.0,1.0
baseline: always-flat,2025-10-22,BCS,HOLD,0.0194,0.0,1.0
baseline: always-flat,2025-10-29,CVS,HOLD,-0.0561,-0.0,1.0
baseline: always-flat,2025-10-29,LLY,HOLD,0.0295,0.0,1.0
baseline: always-flat,2025-10-29,META,HOLD,-0.1098,-0.0,1.0
baseline: always-flat,2025-10-29,BA,HOLD,-0.0167,-0.0,1.0
baseline: always-flat,2025-10-29,MSFT,HOLD,-0.0204,-0.0,1.0
baseline: always-flat,2025-10-30,AMZN,HOLD,0.1222,0.0,1.0
baseline: always-flat,2025-10-30,AAPL,HOLD,0.0206,0.0,1.0
baseline: always-flat,2025-10-30,COIN,HOLD,0.0228,0.0,1.0
baseline: always-flat,2025-11-05,AMKBY,HOLD,-0.0556,-0.0,1.0
baseline: always-flat,2025-11-05,NVO,HOLD,-0.0148,-0.0,1.0
baseline: always-flat,2025-11-06,ABNB,HOLD,0.0412,0.0,1.0
baseline: always-flat,2025-11-12,DIS,HOLD,-0.0665,-0.0,1.0
baseline: always-flat,2025-11-19,LOW,HOLD,-0.0014,-0.0,1.0
baseline: always-flat,2025-11-19,NVDA,HOLD,0.0506,0.0,1.0
baseline: always-flat,2025-11-19,WMT,HOLD,0.0331,0.0,1.0
baseline: always-flat,2025-11-19,TGT,HOLD,0.0008,0.0,1.0
baseline: always-flat,2025-12-11,LULU,HOLD,0.094,0.0,1.0
baseline: always-flat,2025-12-18,FDX,HOLD,-0.0525,-0.0,1.0
baseline: always-flat,2026-01-13,BAC,HOLD,-0.0304,-0.0,1.0
baseline: always-flat,2026-01-13,JPM,HOLD,-0.0087,-0.0,1.0
baseline: always-flat,2026-01-14,C,HOLD,0.0128,0.0,1.0
baseline: always-flat,2026-01-14,GS,HOLD,-0.0083,-0.0,1.0
baseline: always-flat,2026-01-20,SCHW,HOLD,0.0034,0.0,1.0
baseline: always-flat,2026-01-20,NFLX,HOLD,-0.0543,-0.0,1.0
baseline: always-flat,2026-01-20,UAL,HOLD,0.0311,0.0,1.0
baseline: always-flat,2026-01-26,BA,HOLD,-0.0239,-0.0,1.0
baseline: always-flat,2026-01-27,MC.PA,HOLD,-0.0565,-0.0,1.0
baseline: always-flat,2026-01-28,IBM,HOLD,0.0806,0.0,1.0
baseline: always-flat,2026-01-28,META,HOLD,0.1027,0.0,1.0
baseline: always-flat,2026-01-28,TSLA,HOLD,0.0147,0.0,1.0
baseline: always-flat,2026-01-29,AAPL,HOLD,-0.012,-0.0,1.0
baseline: always-flat,2026-01-29,LMT,HOLD,-0.0024,-0.0,1.0
baseline: always-flat,2026-02-02,PFE,HOLD,-0.0488,-0.0,1.0
baseline: always-flat,2026-02-03,AMD,HOLD,-0.112,-0.0,1.0
baseline: always-flat,2026-02-03,LLY,HOLD,0.0714,0.0,1.0
baseline: always-flat,2026-02-03,UBER,HOLD,-0.0296,-0.0,1.0
baseline: always-flat,2026-02-03,PEP,HOLD,0.0125,0.0,1.0
baseline: always-flat,2026-02-03,NVO,HOLD,-0.0468,-0.0,1.0
baseline: always-flat,2026-02-05,AMZN,HOLD,-0.0898,-0.0,1.0
baseline: always-flat,2026-02-10,CVS,HOLD,0.0,0.0,1.0
baseline: always-flat,2026-02-10,KO,HOLD,0.0009,0.0,1.0
baseline: always-flat,2026-02-10,F,HOLD,0.0038,0.0,1.0
baseline: always-flat,2026-02-11,MCD,HOLD,0.0205,0.0,1.0
baseline: always-flat,2026-02-12,ABNB,HOLD,0.0905,0.0,1.0
baseline: always-flat,2026-02-12,COIN,HOLD,0.0894,0.0,1.0
baseline: always-flat,2026-02-18,WMT,HOLD,0.0148,0.0,1.0
baseline: always-flat,2026-02-25,LOW,HOLD,0.0012,0.0,1.0
baseline: always-flat,2026-03-17,LULU,HOLD,-0.0077,-0.0,1.0
baseline: always-flat,2026-03-19,FDX,HOLD,0.0694,0.0,1.0
baseline: always-flat,2026-04-10,GS,HOLD,-0.0355,-0.0,1.0
baseline: always-flat,2026-04-15,SCHW,HOLD,-0.0449,-0.0,1.0
baseline: always-flat,2026-04-16,NFLX,HOLD,-0.1059,-0.0,1.0
baseline: always-flat,2026-04-16,PEP,HOLD,-0.0008,-0.0,1.0
baseline: always-flat,2026-04-22,IBM,HOLD,-0.0778,-0.0,1.0
baseline: always-flat,2026-04-22,TSLA,HOLD,-0.0316,-0.0,1.0
baseline: always-flat,2026-04-28,KO,HOLD,0.0003,0.0,1.0
baseline: always-flat,2026-04-28,BCS,HOLD,0.0043,0.0,1.0
baseline: always-flat,2026-04-29,AMZN,HOLD,0.0385,0.0,1.0
baseline: always-flat,2026-04-29,LLY,HOLD,0.0559,0.0,1.0
baseline: always-flat,2026-04-29,META,HOLD,-0.0744,-0.0,1.0
baseline: always-flat,2026-04-29,F,HOLD,-0.0562,-0.0,1.0
baseline: always-flat,2026-05-04,PFE,HOLD,0.0112,0.0,1.0
baseline: always-flat,2026-05-05,AMD,HOLD,0.1526,0.0,1.0
baseline: always-flat,2026-05-05,UBER,HOLD,0.0618,0.0,1.0
baseline: always-flat,2026-05-06,CVS,HOLD,0.0016,0.0,1.0
baseline: always-flat,2026-05-07,ABNB,HOLD,-0.0167,-0.0,1.0
baseline: always-flat,2026-05-07,COIN,HOLD,-0.0358,-0.0,1.0
baseline: always-flat,2026-05-07,MCD,HOLD,0.0046,0.0,1.0
baseline: always-flat,2026-05-20,LOW,HOLD,-0.0149,-0.0,1.0
baseline: always-flat,2026-05-20,WMT,HOLD,-0.0492,-0.0,1.0
baseline: always-flat,2026-05-20,TGT,HOLD,-0.0123,-0.0,1.0
baseline: always-flat,2026-05-21,LOW,HOLD,-0.0009,-0.0,1.0
baseline: always-flat,2026-06-04,LULU,HOLD,-0.116,-0.0,1.0
baseline: always-flat,2026-06-23,FDX,HOLD,-0.0078,-0.0,1.0
baseline: always-flat,2026-07-09,PEP,HOLD,-0.0145,-0.0,1.0
baseline: always-flat,2026-07-13,GS,HOLD,0.0374,0.0,1.0
